"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL1432915";"";"None";"432.30";"0";"3.45";"SID3711548";"Cc1occc1-c1nnc(SCc2cc(=O)n3cc(Br)ccc3n2)n1C";"IC50";"'='";"468.12";"nM";"6.33";"";"Not Active";"UO_0000065";"14.64";"0.33";"2.88";"8.09";"0";"CHEMBL1614377";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors ELISA Secondary Assay. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this ELISA dose response confirmation assay.), 733 (Primary dose response assay preceding this ELISA dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"0.468120089"
"CHEMBL206349";"";"None";"302.31";"0";"2.17";"1aac";"O=c1c2c(O)cc(O)cc2[nH]c(=S)n1-c1ccc(O)cc1";"IC50";"'='";"6994.0";"nM";"5.16";"";"";"UO_0000065";"17.05";"0.34";"2.99";"5.23";"0";"CHEMBL860987";"Displacement of [3H]estrone from ER beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146098";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";"";"6994.0"
"CHEMBL379252";"";"None";"284.27";"0";"1.81";"1ai";"Cc1cc(-n2cnc3cc(O)cc(O)c3c2=O)ccc1O";"IC50";"'='";"7487.0";"nM";"5.13";"";"";"UO_0000065";"18.03";"0.33";"3.32";"5.36";"0";"CHEMBL860987";"Displacement of [3H]estrone from ER beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146098";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";"";"7487.0"
"CHEMBL208085";"";"None";"471.55";"1";"5.40";"2d-(R)";"Oc1ccc2c(c1)O[C@H](c1ccc(OCCN3CCCCC3)cc1)C1=C2COc2cc(O)ccc21";"IC50";"'='";"20.3";"nM";"7.69";"";"";"UO_0000065";"16.31";"0.30";"2.29";"10.78";"0";"CHEMBL867525";"Binding affinity to ERbeta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147723";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";"";"20.3"
"CHEMBL219467";"";"None";"510.44";"2";"5.75";"12b";"CN(C)CCOc1ccc(-c2c(-c3ccc(O)cc3)nn3c(C(F)(F)F)cc(C(F)(F)F)nc23)cc1";"IC50";"'='";"250.0";"nM";"6.60";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL910655";"Antagonist potency at ERbeta expressed in human HEC1 cells by luciferase reporter gene assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEC-1";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139848";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3308740";"";"";"";"250.0"
"CHEMBL373987";"";"None";"254.33";"0";"3.48";"6";"CC1=C2c3ccc(O)cc3C[C@@]23CCC[C@H](C3)C1=O";"IC50";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"31.29";"0.57";"4.48";"21.34";"0";"CHEMBL869284";"Binding affinity to human recombinant ERbeta by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149514";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"11.0"
"CHEMBL438256";"";"None";"378.48";"1";"5.64";"7e";"CC1=C2c3ccc4[nH]ncc4c3CC2(Cc2ccc3ccccc3c2)CCC1=O";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL867421";"Binding affinity to human ER beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149487";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";"";""
"CHEMBL213838";"";"None";"495.62";"1";"5.16";"20f";"O=C1CCC2(Cc3ccccc3)Cc3cc(O)ccc3C2=C1c1ccc(OCCN2CCOCC2)cc1";"IC50";"'='";"230.0";"nM";"6.64";"";"";"UO_0000065";"13.39";"0.25";"1.48";"11.25";"0";"CHEMBL867421";"Binding affinity to human ER beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149487";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";"";"230.0"
"CHEMBL347560";"";"None";"526.09";"1";"3.07";"39";"CN(CCCc1ccc(Cl)cc1)c1nc(NCCc2ccc(O)cc2)nc(N2CCN(CCO)CC2)n1";"IC50";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"14.87";"0.29";"4.75";"7.76";"0";"CHEMBL678129";"In vitro inhibition of 1 nM 17-beta-estradiol induced transcriptional activation in T47D cells expressing estrogen receptor beta";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"T47D";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135674";"1";"Scientific Literature";"J Med Chem";"2002";"CHEMBL3307606";"";"";"";"15.0"
"CHEMBL203348";"";"None";"325.15";"0";"4.28";"47";"Cc1c(O)c(Cl)c(C)c2c1c(=O)oc1c(Cl)c(O)ccc12";"IC50";"'='";"22.0";"nM";"7.66";"";"";"UO_0000065";"23.55";"0.50";"3.38";"10.84";"0";"CHEMBL865583";"Binding affinity to ERbeta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139663";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"22.0"
"CHEMBL204922";"";"None";"256.26";"0";"2.97";"29";"Cc1c(O)ccc2c1oc(=O)c1c(C)c(O)ccc12";"IC50";"'='";"78.0";"nM";"7.11";"";"";"UO_0000065";"27.74";"0.51";"4.14";"10.06";"0";"CHEMBL867742";"Binding affinity to ERbeta in presence of serum";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139663";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"78.0"
"CHEMBL197495";"";"None";"427.59";"1";"6.12";"4b";"C[C@@H](COc1ccc([C@@H]2c3ccc(O)cc3CC[C@@H]2c2ccccc2)cc1)N1CCCC1";"IC50";"'='";"0.9";"nM";"9.05";"";"";"UO_0000065";"21.16";"0.39";"2.93";"27.66";"0";"CHEMBL863237";"Inhibition of binding to recombinant human ERbeta by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141200";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"0.9"
"CHEMBL426154";"";"None";"286.28";"0";"2.82";"8a";"Cc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O";"IC50";"'='";"863.0";"nM";"6.06";"";"";"UO_0000065";"21.18";"0.39";"3.24";"6.97";"0";"CHEMBL909844";"Displacement of [3H]E2 from human recombinant ERbeta LBD by SPA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137296";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";"";"863.0"
"CHEMBL192102";"";"None";"312.37";"1";"5.59";"19";"Oc1ccc(-c2ccc3c(-c4ccccc4)c(O)ccc3c2)cc1";"IC50";"'='";"748.0";"nM";"6.13";"";"";"UO_0000065";"19.61";"0.35";"0.54";"15.14";"0";"CHEMBL831137";"Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor beta expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139538";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"748.0"
"CHEMBL101997";"";"None";"446.57";"1";"5.33";"8";"CC1(c2ccc(OCCN3CCCC3)cc2)c2ccc(O)cc2CCN1c1ccc(F)cc1";"IC50";"'='";"82.04";"nM";"7.09";"";"";"UO_0000065";"15.87";"0.29";"1.76";"19.72";"1";"CHEMBL831662";"Inhibition of transcriptional activation by human estrogen receptor beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141983";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"1.086"
"CHEMBL100617";"";"None";"458.60";"1";"5.29";"15";"CC1(c2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc2CCN1c1cccc(O)c1";"IC50";"'='";"46.99";"nM";"7.33";"";"";"UO_0000065";"15.98";"0.29";"2.04";"13.05";"1";"CHEMBL831662";"Inhibition of transcriptional activation by human estrogen receptor beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141983";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"1.328"
"CHEMBL103305";"";"None";"477.05";"1";"6.24";"18";"CC1(c2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc2CCN1c1cccc(Cl)c1";"IC50";"'='";"283.79";"nM";"6.55";"";"";"UO_0000065";"13.72";"0.26";"0.31";"18.22";"1";"CHEMBL831659";"Inhibition of binding to human estrogen receptor beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141983";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"0.547"
"CHEMBL59438";"";"None";"237.26";"0";"3.31";"5";"Oc1ccc(-c2ccc3cc(O)ccc3n2)cc1";"IC50";"'='";"171.0";"nM";"6.77";"";"";"UO_0000065";"28.52";"0.51";"3.46";"12.68";"0";"CHEMBL880931";"Binding affinity for human Estrogen receptor beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140390";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"171.0"
"CHEMBL372783";"";"None";"271.70";"0";"3.97";"11a";"Oc1ccc(-c2cc(Cl)c3cc(O)ccc3n2)cc1";"IC50";"'='";"4.6";"nM";"8.34";"";"";"UO_0000065";"30.69";"0.60";"4.37";"15.63";"0";"CHEMBL880931";"Binding affinity for human Estrogen receptor beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140390";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"4.6"
"CHEMBL197757";"";"None";"281.29";"0";"4.10";"16b";"C=Cc1cc(-c2ccc(O)c(F)c2)nc2ccc(O)cc12";"IC50";"'='";"44.0";"nM";"7.36";"";"";"UO_0000065";"26.15";"0.48";"3.26";"13.79";"0";"CHEMBL880931";"Binding affinity for human Estrogen receptor beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140390";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"44.0"
"CHEMBL440757";"";"None";"261.28";"0";"3.29";"18a";"C#Cc1cc(-c2ccc(O)cc2)nc2ccc(O)cc12";"IC50";"'='";"75.0";"nM";"7.12";"";"";"UO_0000065";"27.27";"0.49";"3.83";"13.36";"0";"CHEMBL880931";"Binding affinity for human Estrogen receptor beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140390";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"75.0"
"CHEMBL234733";"";"None";"299.28";"0";"2.21";"8";"COc1ccc(N2C(=O)c3ccc(O)cc3C2=O)c(OC)c1";"IC50";"'>'";"5000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL888712";"Inhibition of human LBD of ERbeta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146264";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"5000.0"
"CHEMBL411";"DIETHYLSTILBESTROL";"4.0";"268.36";"0";"4.83";"Diethylstilbestrol";"CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1";"IC50";"'='";"610.0";"nM";"6.21";"";"";"UO_0000065";"23.16";"0.42";"1.38";"15.36";"0";"CHEMBL2175783";"Displacement of [3H]-estradiol from human recombinant ERbeta expressed in Sf21 cells after 2 hrs";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2169818";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL4106362";"";"";"";"0.61"
"CHEMBL144897";"";"None";"310.40";"0";"4.98";"3";"Oc1ccc2c(c1)C=C(c1ccccc1)C21Cc2ccccc2C1";"IC50";"'='";"21.0";"nM";"7.68";"";"";"UO_0000065";"24.74";"0.44";"2.70";"37.95";"0";"CHEMBL678128";"Binding affinity for Human Estrogen receptor-beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136557";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"21.0"
"CHEMBL98558";"";"None";"428.58";"1";"5.19";"19a";"CC1(c2ccc(OCCN3CCCC3)cc2)c2ccc(O)cc2CCN1c1ccccc1";"IC50";"'='";"83.0";"nM";"7.08";"";"";"UO_0000065";"16.52";"0.30";"1.89";"19.70";"0";"CHEMBL678130";"Inhibitory concentration against estrogen receptor 2 using estrogen response element (ERE) assay.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145829";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"83.0"
"CHEMBL420623";"";"None";"498.04";"1";"6.58";"7";"Oc1ccc([C@@H]2Sc3cc(Cl)c(O)cc3O[C@@H]2c2ccc(OCCN3CCCCC3)cc2)cc1";"IC50";"'='";"3021.0";"nM";"5.52";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL673659";"Potency in cellular transactivation assay utilizing HEK293 cells stably co-transfected with human estrogen receptor beta and the alkaline phosphatase reporter gene";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146754";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"CHEMBL3307715";"";"";"";"3021.0"
"CHEMBL77609";"";"None";"362.22";"0";"4.46";"4n";"CCC1Oc2cc(O)cc(C)c2N=C1c1ccc(O)c(Br)c1";"IC50";"'='";"90.0";"nM";"7.05";"";"";"UO_0000065";"19.45";"0.44";"2.59";"11.35";"0";"CHEMBL682169";"Binding affinity towards estrogen receptor beta by [3H]17-beta-estradiol displacement.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148236";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"90.0"
"CHEMBL1790041";"RANITIDINE";"4.0";"314.41";"0";"1.46";"RANITIDINE";"CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909146";"DRUGMATRIX: Estrogen ERbeta radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"Not Active";""
"CHEMBL193";"NIFEDIPINE";"4.0";"346.34";"0";"2.18";"NIFEDIPINE";"COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909146";"DRUGMATRIX: Estrogen ERbeta radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"Not Active";""
"CHEMBL86";"METOCLOPRAMIDE";"4.0";"299.80";"0";"2.00";"METOCLOPRAMIDE";"CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909146";"DRUGMATRIX: Estrogen ERbeta radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"Not Active";""
"CHEMBL156455";"1,1-DICHLOROETHENE";"None";"96.94";"0";"1.94";"1,1-DICHLOROETHENE";"C=C(Cl)Cl";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909146";"DRUGMATRIX: Estrogen ERbeta radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"Not Active";""
"CHEMBL81";"RALOXIFENE";"4.0";"473.59";"1";"6.08";"RAL";"O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12";"IC50";"'='";"8.2";"nM";"8.09";"";"";"UO_0000065";"17.07";"0.32";"2.01";"11.55";"1";"CHEMBL1114099";"Inhibition of fluormone ES2 binding to estrogen receptor beta after 1 hr by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153760";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"8.2"
"CHEMBL1116";"RALOXIFENE HYDROCHLORIDE";"4.0";"510.06";"1";"6.08";"Raloxifene HCl";"Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12";"IC50";"'='";"43.0";"nM";"7.37";"";"";"UO_0000065";"15.55";"0.30";"1.29";"10.52";"0";"CHEMBL673656";"Displacement of [3H]17-beta-estradiol from human Estrogen receptor beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132758";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"43.0"
"CHEMBL135";"ESTRADIOL";"4.0";"272.39";"0";"3.61";"E2";"C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O";"IC50";"'='";"0.046";"nM";"10.34";"";"";"UO_0000065";"37.95";"0.71";"6.73";"25.55";"0";"CHEMBL3102024";"Antagonist activity at ERbeta (unknown origin) by cell-based assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3098089";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";"";"";"46.0"
"CHEMBL3099431";"";"None";"340.51";"1";"5.43";"13, diastereomer";"CC1C[C@H](C)C2(CC[C@H]3[C@@H]4CCc5cc(O)ccc5[C@H]4CC[C@@]32C)O1";"IC50";"'='";"111.0";"nM";"6.96";"";"";"UO_0000065";"20.42";"0.38";"1.52";"23.61";"0";"CHEMBL3102030";"Agonist activity at ERbeta (unknown origin) after 22 hrs by cell-based luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3098089";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";"";"";"111.0"
"CHEMBL123025";"";"None";"544.54";"2";"7.02";"3";"Oc1ccc([C@H]2Sc3cc(O)ccc3S[C@H]2c2ccc(OCCN3CCCC3)c(Br)c2)cc1";"IC50";"'='";"87.0";"nM";"7.06";"";"";"UO_0000065";"12.97";"0.29";"0.04";"13.34";"0";"CHEMBL678092";"Binding affinity for human estrogen receptor beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146804";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"87.0"
"CHEMBL808";"ECONAZOLE";"4.0";"381.69";"1";"5.80";"ECONAZOLE";"Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909146";"DRUGMATRIX: Estrogen ERbeta radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"Not Active";""
"CHEMBL163";"RITONAVIR";"4.0";"720.96";"2";"5.91";"RITONAVIR";"CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909146";"DRUGMATRIX: Estrogen ERbeta radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"Not Active";""
"CHEMBL445206";"ISOEUGENOL";"None";"164.20";"0";"2.43";"ISOEUGENOL";"C/C=C\c1ccc(O)c(OC)c1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909146";"DRUGMATRIX: Estrogen ERbeta radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"Not Active";""
"CHEMBL181936";"";"None";"445.56";"1";"5.59";"4";"C[C@@H]1c2cc(O)ccc2O[C@@H](c2ccc(OCCN3CCCC3)cc2)[C@H]1c1ccc(O)cc1";"IC50";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"17.78";"0.33";"2.33";"12.74";"0";"CHEMBL830924";"Inhibition of estrogen receptor beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142044";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"12.0"
"CHEMBL441499";"";"None";"550.64";"2";"5.88";"2g";"O=C(c1ccc(N2CCN(C(=O)c3cccc(O)c3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12";"IC50";"'='";"19.77";"nM";"7.70";"";"";"UO_0000065";"13.99";"0.26";"1.82";"7.60";"0";"CHEMBL832843";"Inhibition of estrogen receptor beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141904";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"19.77"
