Name,Smiles,Active_Probability,Predicted_Class,InDomain
0.99720806,C=CCc1cc(C[N@H+]2CCC[C@@H](c3cc([O-])nc(N4CCOCC4)n3)C2)cc(OC)c1O,0.1812,Inactive,Out-of-Domain
0.767912,CC(=O)CC(=O)C[C@]1(O)Cc2c(c(O)c3c(O)cc(O)cc3c2CC=C(C)C)C(=O)[C@H]1O,0.1812,Inactive,In-Domain
0.7449318,O=C([O-])c1cc2cc(O)c([O-])cc2c(C(=O)c2ccc(O)c(O)c2)n1,0.1806,Inactive,Out-of-Domain
0.92338336,CS/C(N/N=C/c1ccc(O)cc1O)=[NH+]\N=C\c1ccc(O)cc1O,0.1791,Inactive,In-Domain
0.8334963,Cc1cc(C[N@@H+]2CCC[C@@H](c3cc([O-])nc(N4CCOCC4)n3)C2)cc(C)c1O,0.1784,Inactive,Out-of-Domain
0.76279306,CC(=O)CC(=O)C[C@]1(O)Cc2c(c(O)c3c(O)cc(O)cc3c2CC=C(C)C)C(=O)[C@H]1O,0.1783,Inactive,In-Domain
0.6877712,COc1cc(-c2nc(CNC(=O)c3coc(C[NH3+])n3)c(C)o2)ccc1O,0.1772,Inactive,In-Domain
0.55408984,O=C([O-])c1ccc(/C=N/NC(=O)c2ccc(O)cc2)cc1,0.1762,Inactive,In-Domain
0.9950677,O=S(=O)([O-])c1ccc(-c2ccc(/C=[NH+]/c3ccc(O)cc3)o2)cc1,0.1761,Inactive,In-Domain
0.88211906,C=CCc1cc(C[N@H+]2CCC[C@H](c3cc(=O)nc(N4CCOCC4)[nH]3)C2)cc(OC)c1O,0.1756,Inactive,Out-of-Domain
0.99579406,C=CCc1cc(C[N@@H+]2CCC[C@H](c3cc([O-])nc(N4CCOCC4)n3)C2)cc(OC)c1O,0.174,Inactive,Out-of-Domain
0.014197137,Cc1cc(C[N@@H+]2CCC[C@@H](c3cc([O-])nc(N4CCOCC4)n3)C2)cc(C)c1O,0.1736,Inactive,Out-of-Domain
0.9978125,O=C(Cc1ccc(O)cc1)N[C@@H]1CCOC[C@H]1Oc1ccc(C(=O)[O-])cc1,0.1718,Inactive,Out-of-Domain
0.9989458,O=C1C[C@H](c2cccc3cccnc23)c2c(cc([O-])c3c(=O)c([O-])c(-c4ccc(O)c(O)c4)oc23)O1,0.1714,Inactive,Out-of-Domain
0.40134165,O=c1c(-c2ccc(O)c(O)c2)coc2c(O)c(O)ccc12,0.1706,Inactive,In-Domain
0.7944149,Cc1cc(C[N@H+]2CCC[C@@H](c3cc(=O)[nH]c(N4CCOCC4)n3)C2)cc(C)c1O,0.1698,Inactive,Out-of-Domain
0.9099622,Cc1c(CC(=O)NCC2(CC(=O)[O-])CCCCC2)c(=O)oc2cc(O)cc(O)c12,0.1697,Inactive,In-Domain
0.13731201,O=C(/C=C/c1ccc([O-])c(O)c1)OC(=O)/C=C/c1ccc([O-])c(O)c1,0.1689,Inactive,In-Domain
0.5351007,Cc1cccc(C[N@H+]2CCC[C@@H](c3ccn(CC(=O)[O-])n3)C2)n1,0.1688,Inactive,Out-of-Domain
0.8634379,[NH3+]CCc1ccc(C(=O)N[C@@H]2C[C@H]3CO[C@@H](CCO)C[N@H+]3C2)cc1,0.1683,Inactive,Out-of-Domain
0.9537784,CCn1c(CN2CCC(c3cccc(O)c3)CC2)nnc1[C@H]1C[C@@H]([NH3+])C1,0.1667,Inactive,In-Domain
0.45038462,Cc1cc(O)c2c(c1)Cc1cc(O)cc([O-])c1OC2=O,0.1667,Inactive,In-Domain
0.55183595,COc1cc(C[N@@H+]2CCC[C@@H](c3cc(=O)nc(N4CCOCC4)[nH]3)C2)cc(OC)c1O,0.1664,Inactive,Out-of-Domain
0.9368394,COc1cc(C[N@@H+]2CCC[C@@H](c3cc(=O)nc(N4CCCCC4)[nH]3)C2)cc(OC)c1O,0.1662,Inactive,Out-of-Domain
0.9942281,O=c1c2c([O-])cc(O)cc2oc2ccc(O)c(O)c12,0.166,Inactive,In-Domain
0.9527724,COC(=O)C1=C(N)n2c(s/c(=C/c3ccc([O-])cc3)c2=O)=C(C(=O)OC)[C@@H]1c1ccc(O)cc1,0.1657,Inactive,In-Domain
0.9559444,C=CCc1cc(C[N@@H+]2CCC[C@@H](c3cc([O-])nc(N4CCOCC4)n3)C2)cc(OC)c1O,0.1651,Inactive,Out-of-Domain
0.3225175,COc1cc2c(cc1O)-c1ccc(O)cc1OC[C@](O)(CO)C2,0.165,Inactive,In-Domain
0.8419302,Cc1cc(O)cc(O)c1C(=O)O[C@]1(C)C(=O)C2=C(C=C(/C=C/C(=O)[O-])OC2)C[C@H]1O,0.1648,Inactive,Out-of-Domain
0.47856507,O=C1/C(=C/c2ccc(O)cc2)SC(=S)N1CCc1ccc(O)cc1,0.1643,Inactive,In-Domain
0.15401492,O=C(c1ccc([C@H]2CCC[NH2+]C2)cc1)N1CC[NH+](CCOCCO)CC1,0.1641,Inactive,Out-of-Domain
0.87850493,COc1cc(C[N@@H+]2CCC[C@@H](c3cc(=O)nc(N4CCCCC4)[nH]3)C2)ccc1O,0.1641,Inactive,In-Domain
0.96468186,O=c1c(-c2ccc(O)c(O)c2)coc2c([O-])c(O)ccc12,0.1631,Inactive,In-Domain
0.37194493,CC(=O)CC(=O)C[C@]1(O)Cc2c(c(O)c3c(O)cc(O)cc3c2CC=C(C)C)C(=O)[C@H]1O,0.1631,Inactive,In-Domain
0.009098751,O=C1/C(=C/c2ccc(O)cc2)S/C(=N/N=C\c2ccc(O)cc2)N1c1ccc(O)cc1,0.1611,Inactive,In-Domain
0.99144614,COc1cc(C[N@H+]2CCC[C@@H](c3cc(=O)nc(N4CCCCC4)[nH]3)C2)ccc1O,0.1588,Inactive,In-Domain
0.9954888,COc1cc(C[N@H+]2CCC[C@@H](c3cc(=O)nc(N4CCCC4)[nH]3)C2)cc(OC)c1O,0.1585,Inactive,Out-of-Domain
0.9812713,Cc1cc(O)c(O)c2oc(=O)c3c([O-])cc(O)cc3c12,0.1576,Inactive,In-Domain
0.9819503,COc1cc(C[N@H+]2CCC[C@@H](c3cc([O-])nc(N4CCOCC4)n3)C2)ccc1O,0.157,Inactive,Out-of-Domain
0.8166029,O=S1(=O)O[C@@](c2ccc([O-])c(O)c2)(c2ccc(O)c(O)c2)c2ccccc21,0.157,Inactive,In-Domain
0.999108,C=CCc1cc(C[N@H+]2CCC[C@@H](c3cc(=O)nc(N4CCOCC4)[nH]3)C2)cc(OC)c1O,0.1567,Inactive,Out-of-Domain
0.38354865,O=C([O-])CCNC(=O)/C(=C/c1ccc([O-])cc1)NC(=O)c1ccccc1,0.1563,Inactive,Out-of-Domain
0.9954462,Oc1ccc(/C=N\Nc2nncn2/N=C\c2ccc(O)c(O)c2)cc1O,0.1553,Inactive,Out-of-Domain
0.8269098,COc1cc([C@@H]2c3c(cc(OC)c(O)c3OC)C[C@@H](CO)[C@@H]2CO)cc(OC)c1O,0.1542,Inactive,In-Domain
0.9903591,O=C([O-])CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)[O-])c2)cc1,0.1537,Inactive,Out-of-Domain
0.14948323,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)c(O)c(O)c12,0.1532,Inactive,In-Domain
0.98616856,CCOc1cccc(C[NH+]2CCN(c3cccc(C)c3C)CC2)c1O,0.1531,Inactive,In-Domain
0.94046605,COc1c(-c2ccc(O)cc2)oc2cc([O-])c(CC=C(C)C)c(O)c2c1=O,0.1531,Inactive,In-Domain
0.9931953,COc1cc(O)c2c(c1)-c1cc(O)c(O)cc1COC2=O,0.1525,Inactive,In-Domain
0.99647045,COc1cc([C@H]2c3c(cc(OC)c(O)c3OC)C[C@@H](CO)[C@@H]2CO)ccc1O,0.1524,Inactive,In-Domain
0.7570018,COc1cc(C[N@@H+]2CCC[C@@H](c3cc(=O)nc(N4CCCC4)[nH]3)C2)cc(OC)c1O,0.1523,Inactive,Out-of-Domain
0.9842785,COc1cc(C[NH+]2CCN(c3cccc(C)c3C)CC2)ccc1O,0.1521,Inactive,In-Domain
0.7141357,Cc1cc(C[N@H+]2CCC[C@H](c3cc([O-])nc(N4CCOCC4)n3)C2)cc(C)c1O,0.1512,Inactive,Out-of-Domain
0.9649768,Cc1c(CC(=O)NC[C@@H](CC(=O)[O-])c2ccc(Cl)cc2)c(=O)oc2cc(O)ccc12,0.1502,Inactive,In-Domain
0.9988784,O=C([O-])c1ccc(NC(=O)c2cc3ccc([O-])cc3oc2=O)cc1,0.15,Inactive,Out-of-Domain
0.9658468,O=C(C[C@H]1CC[C@@H](CNC(=O)c2ccc([O-])cc2F)[N@H+]1CC1CC1)NCCO,0.15,Inactive,Out-of-Domain
0.9107835,Cn1c(CO)nnc1[C@H]1CC[N@H+](Cc2nnc([C@H]3C[C@@H]([NH3+])C3)n2C)CC1,0.15,Inactive,Out-of-Domain
0.6559617,Oc1ccc(/C=C/CC[C@@H](O)CCc2ccc(O)c(O)c2)cc1,0.1496,Inactive,In-Domain
0.50061613,COc1ccc(C[N@H+]2CC[C@@](O)(Cn3nc(-c4cccs4)ccc3=O)CC2)cc1O,0.1487,Inactive,Out-of-Domain
0.9990564,Oc1ccc(/C=C/c2cc(O)cc3c2[C@@H](c2cc(O)cc(O)c2)[C@H](c2ccc(O)cc2)O3)cc1,0.1486,Inactive,In-Domain
0.8022727,Cc1cc(C[N@H+]2CCC[C@@H](c3cc([O-])nc(N4CCOCC4)n3)C2)cc(C)c1O,0.1486,Inactive,Out-of-Domain
0.7101282,Cc1cc(C[N@@H+]2CCC[C@H](c3cc([O-])nc(N4CCOCC4)n3)C2)cc(C)c1O,0.1486,Inactive,Out-of-Domain
0.20934269,Cc1cc(CCCO)cc(C(C)(C)C)c1O,0.1481,Inactive,Out-of-Domain
0.6164834,O=C1/C(=C/c2ccc([O-])cc2)S/C(=N\c2ccc(O)cc2)N1c1ccc(O)cc1,0.1474,Inactive,In-Domain
0.9988908,Oc1ccc(C[C@@H]2NCCc3cc(O)c(O)cc32)cc1,0.1474,Inactive,In-Domain
0.42615876,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc([O-])c(O)c(O)c12,0.1468,Inactive,In-Domain
0.9950316,COc1cc(C[N@@H+]2C[C@H]3CC[C@@H](C2)[C@@H]3[NH3+])ccc1OCC(=O)N1CCOCC1,0.1452,Inactive,In-Domain
0.90885323,Cn1c(CO)nnc1[C@H]1C[C@@H](NC(=O)c2ccc3[nH]c(CO)nc3c2)C1,0.1451,Inactive,In-Domain
0.0059028706,COc1cc(/C=C2\SC(=S)N(/N=C(\[O-])c3ccc(O)c(OC)c3)C2=O)ccc1O,0.1445,Inactive,In-Domain
0.99961436,OC[C@@H](Oc1ccccc1O)[C@H](O)c1ccc(O)c(O)c1,0.1442,Inactive,Out-of-Domain
0.9879446,Cc1cc(-c2ccc(C(=O)N3CC[NH+](CCO)CC3)cc2)cc(C)c1O,0.1439,Inactive,In-Domain
0.9946331,Cc1cc(O)c(O)c2oc(=O)c3c(O)cc([O-])cc3c12,0.1436,Inactive,In-Domain
0.083260745,Cc1cc(CCCC(=O)[O-])ccc1O,0.1432,Inactive,In-Domain
0.8425259,CC(C)=CCC/C(C)=C/Cc1c(O)cc2c(c1O)C(=O)[C@H]([O-])[C@@H](c1ccc(O)c(O)c1)O2,0.142,Inactive,In-Domain
0.26621753,CC[NH+](CC)C[C@H]1CCCN1C(=O)c1cc(O)cc(C(=O)[O-])c1,0.1413,Inactive,Out-of-Domain
0.6209716,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)[O-],0.1411,Inactive,In-Domain
0.9953661,O=c1oc2c(O)c(O)ccc2c2c([O-])c(O)c(O)cc12,0.1408,Inactive,In-Domain
0.5040959,O=C(NCc1cc2n(n1)CC[NH2+]C2)c1ccc2c(c1)[nH+]cn2CCO,0.14,Inactive,Out-of-Domain
0.866385,COc1cc(C[N@H+]2CCC[C@@H](c3cc(=O)nc(N4CCOCC4)[nH]3)C2)ccc1O,0.1395,Inactive,In-Domain
0.36741972,Cn1c(CO)nnc1C1CCN(Cc2nnc([C@H]3C[C@@H]([NH3+])C3)n2C)CC1,0.1395,Inactive,Out-of-Domain
0.98677456,Oc1cccc(-c2cs/c(=N/N=C/c3ccc(O)cc3O)n2-c2ccccc2)c1,0.1395,Inactive,In-Domain
0.6257327,Cc1cc(C[N@H+]2CCC[C@@H](c3cc([O-])nc(N4CCOCC4)n3)C2)cc(C)c1O,0.1393,Inactive,Out-of-Domain
0.9986858,Cc1nc(=O)c2nsc(C(=O)Nc3ccc([N@H+]4CCC[C@@H](O)C4)cc3)c2[nH]1,0.1392,Inactive,Out-of-Domain
0.9712375,CC(C)=CCc1cc([C@H]2Oc3cc([O-])cc(O)c3C(=O)[C@@H]2O)cc(CC=C(C)C)c1O,0.139,Inactive,In-Domain
0.4628514,COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1O,0.1389,Inactive,In-Domain
0.8840144,O=c1c(-c2ccc(O)c(O)c2)coc2cc(O)c(O)cc12,0.1388,Inactive,In-Domain
0.06631542,CCOC(=O)[C@@H](Cc1ccc(O)c(O)c1)OC(=O)/C=C/c1ccc(O)c(O)c1,0.1379,Inactive,In-Domain
0.07403782,COc1cc(C[N@@H+]2CCC[C@@H](c3cc(=O)nc(N4CCOCC4)[nH]3)C2)ccc1O,0.1358,Inactive,In-Domain
0.9988908,Cc1c(O)cc2c(c1O)C(=O)[C@@H]([O-])[C@H](c1cc(O)c(O)c(O)c1)O2,0.1348,Inactive,In-Domain
0.99868554,Cc1c(CC(=O)NCC2(CC(=O)[O-])CCCCC2)c(=O)oc2cc(O)cc([O-])c12,0.1341,Inactive,In-Domain
0.9539856,O=C(Cc1ccc(O)cc1)N1CCC(Cn2cc(CO)nn2)CC1,0.1338,Inactive,Out-of-Domain
0.92308086,O=C(C[C@H]1CC[C@@H](CNC(=O)c2ccc([O-])cc2F)[N@@H+]1CC1CC1)NCCO,0.1335,Inactive,Out-of-Domain
0.5803508,Cn1c(CO)nnc1C1CCN(Cc2nnc([C@H]3C[C@H]([NH3+])C3)n2C)CC1,0.1329,Inactive,Out-of-Domain
0.7430513,O=C([O-])CCC(=O)Nc1cccc(C(=O)Nc2cccc(O)c2)c1,0.1326,Inactive,In-Domain
0.98171383,COc1c(-c2ccc(O)c(O)c2)oc2c(C/C=C(/C)CCC=C(C)C)c([O-])cc(O)c2c1=O,0.1323,Inactive,In-Domain
0.99148905,COc1cc(C[N@@H+]2CCC[C@@H](c3cc([O-])nc(N4CCOCC4)n3)C2)ccc1O,0.1322,Inactive,Out-of-Domain
0.98376065,CC(=O)C1=C([O-])C=C2Oc3c(C(C)=O)c([O-])c(C)c(O)c3[C@]2(C)C1=O,0.1321,Inactive,Out-of-Domain
0.9183538,O=C1/C(=C/c2ccc(O)cc2)SC(=S)N1c1ccc(O)cc1,0.1319,Inactive,In-Domain
0.16379364,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)[O-],0.1319,Inactive,In-Domain
0.89657485,Cc1c(O)cc2c(c1O)C(=O)[C@@H](O)[C@H](c1cc(O)c(O)c(O)c1)O2,0.1319,Inactive,In-Domain
0.9844155,O=C(N/N=C/c1ccc(O)c(O)c1)c1ccc([O-])cc1,0.1312,Inactive,Out-of-Domain
0.14911066,Cc1cccc(C[N@@H+]2CCC[C@@H](c3ccn(CC(=O)[O-])n3)C2)n1,0.1309,Inactive,Out-of-Domain
0.97186756,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)c(O)c([O-])c12,0.1307,Inactive,In-Domain
0.99885535,COc1cc(/C=N/NC(=O)c2ccc(O)cc2O)ccc1O,0.1301,Inactive,In-Domain
0.7752692,CN(C)[C@@H]1CC[C@H](CO)CN(C(=O)c2nccnc2O)C1,0.1296,Inactive,Out-of-Domain
0.9725317,CCOc1cccc(C[N@@H+]2CCC[C@@H](c3cc(=O)nc(N4CCOCC4)[nH]3)C2)c1O,0.1291,Inactive,Out-of-Domain
0.9769564,O=C(NO)c1ccc(CNC(=O)c2[nH]c(-c3ccc(O)cc3)cc2-c2ccoc2)cc1,0.1288,Inactive,In-Domain
0.7033011,CCOc1cc(C[NH2+]CCOC)ccc1O,0.1287,Inactive,In-Domain
0.9345289,COc1cc(C[N@H+]2CCC[C@@H](c3cc(=O)[nH]c(N4CCOCC4)n3)C2)cc(OC)c1O,0.1281,Inactive,Out-of-Domain
0.8919927,O=C(Nc1cccc(O)c1)c1cc(-c2ccc([O-])cc2)on1,0.1279,Inactive,In-Domain
0.9815803,O=C(c1ccc([C@H]2CCC[NH2+]C2)cc1)N1CCN(CCOCCO)CC1,0.1278,Inactive,In-Domain
0.9983919,O=C(/C=C/c1cccc(O)c1O)c1ccc(O)cc1O,0.1276,Inactive,In-Domain
0.9965211,CC(=O)CC(=O)C[C@]1(O)Cc2c(c(O)c3c(O)cc([O-])cc3c2CC=C(C)C)C(=O)[C@H]1O,0.1273,Inactive,Out-of-Domain
0.9224218,O=C(/C=C/c1ccc(O)cc1)c1ccc([O-])c(O)c1O,0.1272,Inactive,In-Domain
0.69085276,O=C1N([C@H]2CC[C@H](O)CC2)CCC[C@@]12CCC[N@@H+]2Cc1cccc(OCCO)c1,0.127,Inactive,Out-of-Domain
0.7307087,CS/C(N/N=C(\C)c1ccc(O)cc1O)=[NH+]\N=C(/C)c1ccc(O)cc1O,0.1266,Inactive,In-Domain
0.25192556,Cc1c(CC(=O)N[C@H](Cc2c[nH]c3ccc(O)cc23)C(=O)[O-])c(=O)oc2cc([O-])ccc12,0.1265,Inactive,In-Domain
0.5625881,O=S1(=O)OC(c2ccc(O)c(O)c2)(c2ccc(O)c(O)c2)c2ccccc21,0.1265,Inactive,In-Domain
0.99891806,CCOc1cccc(C[N@H+]2CCC[C@@H](c3cc(=O)nc(N4CCOCC4)[nH]3)C2)c1O,0.1258,Inactive,Out-of-Domain
0.51547587,Cc1cc(Cc2cc(C)c(O)c(C(=O)[O-])c2)cc(C(=O)[O-])c1O,0.1251,Inactive,Out-of-Domain
0.9509066,O=C([O-])c1ccc(OCOc2ccc(C(=O)[O-])c(C(=O)[O-])c2)cc1C(=O)[O-],0.1245,Inactive,Out-of-Domain
0.6729654,OC[C@@]1(Cc2ccccc2)C[N@@H+](C2CCN(c3ccc4c(c3)OCO4)CC2)CC[C@@H]1O,0.1243,Inactive,Out-of-Domain
0.55047745,O=C(Nc1ccccc1C(=O)[O-])c1cc(S(=O)(=O)Nc2ccc(O)cc2)cs1,0.1239,Inactive,In-Domain
0.91696286,Cc1nc(=O)c2nsc(C(=O)Nc3ccc(N4CCC[C@@H](O)C4)cc3)c2[nH]1,0.1237,Inactive,In-Domain
0.96375275,CC(C)=CCc1c(O)ccc(C(=O)/C=C/c2ccc(O)cc2O)c1O,0.1235,Inactive,In-Domain
0.96214575,COc1cc(C[N@@H+]2CCC[C@@H](c3cc(=O)[nH]c(N4CCOCC4)n3)C2)cc(OC)c1O,0.1226,Inactive,Out-of-Domain
0.98918915,O=C([O-])[C@@H]1C[N@@H+](Cc2cccc(OCCO)c2)CC[C@@H]1O,0.1226,Inactive,Out-of-Domain
0.9954058,COc1cc(/C=N/NC(=O)c2ccc(O)cc2[O-])ccc1O,0.1221,Inactive,In-Domain
0.09914263,COc1cc2c(c([O-])c1C(=O)/C=C/c1ccc(O)cc1)C=CC(C)(C)O2,0.1219,Inactive,In-Domain
0.34944648,CC1(C)C=Cc2c(O)ccc([C@H]3CC(=O)c4c(O)cc([O-])cc4O3)c2O1,0.1212,Inactive,In-Domain
0.9957457,O=C([O-])c1ccc(-c2ccc([O-])c[nH+]2)cc1,0.1209,Inactive,Out-of-Domain
0.37776175,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,0.1209,Inactive,In-Domain
0.9005503,Cc1cc(C)c(COCCOCc2c(C)cc(C)c(/C=N/O)c2C)c(C)c1/C=N/O,0.1208,Inactive,Out-of-Domain
0.92574453,O=C(N[C@H]1C[C@@H](c2nnc(CO)n2C2CC2)C1)c1ccc(CO)cc1,0.1206,Inactive,In-Domain
0.7514147,O=C(/C=C/c1ccc([O-])c(O)c1)OC(=O)/C=C/c1ccc(O)c(O)c1,0.1201,Inactive,In-Domain
0.94974893,Cc1nn(CCO)cc1CN1CCC2(CC1)OCCc1cc(-c3ccc(O)cc3)sc12,0.1198,Inactive,Out-of-Domain
0.92308086,COc1cc(CN2CCC[C@@H](c3cc(=O)[nH]c(N4CCCCC4)n3)C2)cc(OC)c1O,0.1197,Inactive,In-Domain
0.83204144,OC[C@@]1(Cc2ccccc2)C[N@H+](C2CCN(c3ccc4c(c3)OCO4)CC2)CC[C@@H]1O,0.1196,Inactive,Out-of-Domain
0.86797315,Cn1c(SCC(=O)c2sc3ccccc3c2[O-])nnc1-c1ccc(O)cc1,0.1192,Inactive,In-Domain
0.35269603,O=C(NCc1cc2n(n1)CCNC2)c1ccc2c(c1)ncn2CCO,0.1187,Inactive,In-Domain
0.65196407,C=CCc1cc(C[N@@H+]2CCC[C@H](c3cc(=O)nc(N4CCOCC4)[nH]3)C2)cc(OC)c1O,0.1177,Inactive,Out-of-Domain
0.9946622,Cc1cc([O-])cc(O)c1C(=O)O[C@]1(C)C(=O)C2=C(C=C(/C=C/C(=O)[O-])OC2)C[C@H]1O,0.1169,Inactive,Out-of-Domain
0.9975942,CC(=O)CC(=O)C[C@]1(O)Cc2c(c(O)c3c(O)cc([O-])cc3c2CC=C(C)C)C(=O)[C@H]1O,0.1169,Inactive,Out-of-Domain
0.9866136,COc1cc(/C=C2\SC(Nc3ccc(O)cc3)=NC2=O)ccc1O,0.1169,Inactive,In-Domain
0.63242227,O=C([O-])c1ccc(-c2ccc(O)cc2)nc1,0.1167,Inactive,In-Domain
0.9089388,Cc1c(O)c([O-])c(O)c2oc3cc([O-])cc(O)c3c(=O)c12,0.1165,Inactive,In-Domain
0.99833137,O=C1C[C@@H](c2ccc(O)cc2O)Oc2cc(O)cc(O)c21,0.1163,Inactive,In-Domain
0.255199,CC(=O)c1c(O)cc(O)cc1C[C@@H]1Cc2cc([O-])cc(O)c2C(=O)O1,0.1163,Inactive,In-Domain
0.99926835,O=C(/C=C/c1cccc(O)c1O)c1ccc([O-])cc1O,0.1158,Inactive,In-Domain
0.9936466,O=S1(=O)O[C@](c2ccc([O-])c(O)c2)(c2ccc(O)c(O)c2)c2ccccc21,0.1153,Inactive,In-Domain
0.5886086,CCOc1cccc(C[N@@H+]2CCC[C@@H](c3cc([O-])nc(N4CCOCC4)n3)C2)c1O,0.1153,Inactive,Out-of-Domain
0.049160823,C=CCc1cc(C[N@H+]2CCC[C@H](c3cc([O-])nc(N4CCOCC4)n3)C2)cc(OC)c1O,0.1151,Inactive,Out-of-Domain
0.950145,C/C(Cc1oc2ccc(O)cc2c1[N+](=O)[O-])=[NH+]/CCCC(=O)[O-],0.1147,Inactive,In-Domain
0.96562964,C=CCc1cc(C[N@@H+]2CCC[C@@H](c3cc(=O)nc(N4CCOCC4)[nH]3)C2)cc(OC)c1O,0.1147,Inactive,Out-of-Domain
0.9899038,O=C([O-])c1ccc(OCOc2ccc(C(=O)O)c(C(=O)[O-])c2)cc1C(=O)[O-],0.1146,Inactive,In-Domain
0.9849332,O=C(/C=C/c1ccc(O)cc1)c1ccc([O-])c(O)c1O,0.1146,Inactive,In-Domain
0.9525506,O=C([O-])c1cc2cc([O-])c(O)cc2c(C(=O)c2ccc(O)c(O)c2)n1,0.1138,Inactive,Out-of-Domain
0.9406048,O=C([O-])/C=C/c1ccc(O)c2c1[C@H](C(=O)[O-])[C@@H](c1ccc(O)c(O)c1)O2,0.1135,Inactive,Out-of-Domain
0.56182784,CS/C(N/N=C(\C)c1ccc(O)cc1[O-])=[NH+]\N=C(/C)c1ccc(O)cc1O,0.1131,Inactive,In-Domain
0.99035317,CS/C(N/N=C(\C)c1ccc(O)cc1[O-])=[NH+]\N=C(/C)c1ccc(O)cc1O,0.1126,Inactive,In-Domain
0.9576285,COc1ccc2c(c1)c1c3n2CC[NH2+][C@@H]3CCC1,0.1125,Inactive,Out-of-Domain
0.9936394,CCOc1cccc(C[N@H+]2CCC[C@@H](c3cc([O-])nc(N4CCOCC4)n3)C2)c1O,0.1125,Inactive,Out-of-Domain
0.034909327,C[C@@](Cc1cc(O)c(O)cc1Br)([NH2+]N)C(=O)[O-],0.1125,Inactive,Out-of-Domain
0.6119718,CS/C(N/N=C\c1ccc(O)cc1O)=[NH+]/N=C/c1ccc(O)cc1O,0.1122,Inactive,In-Domain
0.915761,COc1cc(C[N@H+]2C[C@H]3CC[C@@H](C2)[C@@H]3[NH3+])ccc1OCC(=O)N1CCOCC1,0.1116,Inactive,In-Domain
0.98422074,O=C([O-])c1ccc(Sc2ccc(O)cc2)c([N+](=O)[O-])c1,0.1114,Inactive,In-Domain
0.9637441,CCn1c(C[N@H+]2CC[C@H](c3cccc(O)c3)CC2)nnc1[C@H]1C[C@@H]([NH3+])C1,0.1114,Inactive,In-Domain
0.9865361,CC(=O)c1c([O-])cc(O)cc1C[C@@H]1Cc2cc(O)cc(O)c2C(=O)O1,0.1113,Inactive,In-Domain
0.5560673,CC(=O)c1c(O)cc([O-])cc1C[C@@H]1Cc2cc(O)cc(O)c2C(=O)O1,0.1112,Inactive,In-Domain
0.6520818,O=C1C[C@H](c2ccc(O)c(O)c2)Oc2cc(O)c(O)c([O-])c21,0.111,Inactive,In-Domain
0.28381795,O=C(CCc1cc([O-])no1)N[C@H]1C[C@H](c2nnc(CO)n2C2CC2)C1,0.1099,Inactive,Out-of-Domain
0.98953325,CCOC(=O)[C@@H](Cc1ccc(O)c(O)c1)OC(=O)/C=C/c1ccc(O)c(O)c1,0.1096,Inactive,In-Domain
0.18236312,CC(=O)C1=C([O-])C=C2Oc3c(C(C)=O)c(O)c(C)c([O-])c3[C@]2(C)C1=O,0.1094,Inactive,Out-of-Domain
0.026930662,Cc1c(O)c([O-])c(O)c2oc3cc(O)cc(O)c3c(=O)c12,0.1091,Inactive,In-Domain
0.93899107,O=C(N[C@H]1CC[C@H](C(=O)[O-])CC1)c1ccc(-c2ccc(O)cc2)cc1,0.1087,Inactive,In-Domain
0.66106784,CS/C(N/N=C(\C)c1ccc(O)cc1O)=[NH+]\N=C(/C)c1ccc(O)cc1O,0.1083,Inactive,In-Domain
0.98323995,O=C(NCCOCCO)c1cc(-c2ccc(O)cc2)n[nH]1,0.1075,Inactive,In-Domain
0.35287517,CC(C)=CCc1cc([C@@H]2CC(=O)c3c(O)cc([O-])cc3O2)cc(O)c1O,0.1075,Inactive,In-Domain
0.882011,CCOC(=O)[C@@H](Cc1ccc(O)c(O)c1)OC(=O)/C=C/c1ccc(O)c(O)c1,0.1074,Inactive,In-Domain
0.9662679,COc1ccc(C(=O)NCCOCCO)cc1Oc1cc(F)cc(CN)c1,0.1069,Inactive,Out-of-Domain
0.99934524,C=C(C)[C@H](CC=C(C)C)Cc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1O)[C@@H]([O-])C2=O,0.1067,Inactive,In-Domain
0.8864463,Cc1cc([C@@H]2CCC[NH2+]C2)oc(=O)c1C(=O)NCC[N@H+]1CC[C@@H](CO)CC1,0.1066,Inactive,Out-of-Domain
0.93056244,[O-]c1c(Cc2ccc(O)cc2)ccc(O)c1O,0.1064,Inactive,In-Domain
0.36761475,COc1c([O-])cc2oc(-c3c(Cl)cc(O)cc3Cl)cc(=O)c2c1O,0.1063,Inactive,In-Domain
0.09303036,COc1cc(CN2CCC[C@@H](c3cc(=O)[nH]c(N4CCCC4)n3)C2)cc(OC)c1O,0.1063,Inactive,In-Domain
